Shirt0,helias,blue,true,true,false,false,false,false,false,false,false,false
Shirt1,helias,blue,true,true,false,false,false,false,false,false,false,false
Shirt2,helias,blue,true,true,false,false,false,false,false,false,false,false
Shirt3,helias,blue,true,true,false,false,false,false,false,false,false,false
Shirt4,helias,blue,true,true,false,false,false,false,false,false,false,false
Shirt5,ae,brown,true,false,false,true,false,false,true,false,true,false
Shirt6,ae,tan,true,false,false,true,false,false,true,false,false,false
Shirt7,ae,gray,true,false,false,true,false,false,true,false,false,false
Shirt8,bounderWaters,green,true,false,false,true,false,false,true,false,true,false
Shirt9,holister,tan,true,false,false,true,false,false,true,false,false,false
Shirt10,ae,white,true,false,false,true,false,false,true,false,false,false
Shirt11,holister,blue,true,false,false,true,false,false,true,false,false,false
Shirt12,ae,white,true,false,false,true,false,false,true,false,false,false
Shirt13,holister,blue,true,false,false,true,false,false,true,false,false,false
Shirt14,mizzou,black,true,false,false,true,false,false,true,false,false,false
Shirt15,ae,yellow,true,false,false,true,false,false,true,false,true,false
Shirt16,holister,blue,true,false,false,true,false,false,true,false,false,false
Shirt17,s2,black,true,false,false,true,false,false,true,false,true,false
Shirt18,ae,gray,true,false,false,true,false,false,true,false,true,false
Shirt19,ae,blue,true,false,false,true,false,false,true,false,false,false
Shirt20,nike,white,true,false,false,true,false,false,true,false,false,false
Shirt21,nike,white,true,false,false,true,false,false,true,false,false,false
Shirt22,helias,gray,true,false,false,true,false,false,true,false,true,false
Shirt23,patagonia,blue,true,false,false,true,false,false,true,false,false,false
Shirt24,ae,white,true,false,false,true,false,false,true,false,false,false
Shirt25,columbia,gray,true,false,false,true,false,false,true,false,false,false
Shirt26,holister,black,true,false,false,true,false,false,true,false,false,false
Shirt27,generic,peach,true,false,false,true,false,false,true,false,false,true
Shirt28,salty,white,true,false,false,true,false,false,true,false,false,false
Shirt29,ae,black,true,false,false,true,false,false,true,false,false,false
Shirt30,ae,salmon,true,false,false,true,false,true,true,false,false,true
Shirt31,holister,blue,true,false,false,false,false,true,false,false,false,true
Shirt32,holister,black,true,false,false,false,false,true,false,false,false,true
Shirt33,ae,blue,true,false,false,false,false,true,false,false,true,true
Shirt34,generic,blue,true,false,false,false,false,true,false,false,false,true
Shirt35,generic,pink,true,false,false,false,false,true,false,false,false,true
Shirt36,generic,pink,true,false,false,false,false,true,false,false,false,true
Shirt37,generic,white,true,false,false,false,false,true,false,false,false,true
Shirt38,generic,blue,true,false,false,false,false,true,false,false,false,true
Shirt39,nike,blue,true,false,false,true,false,true,true,false,false,true
Shirt40,pm,black,true,false,true,false,false,false,false,false,false,false
Shirt41,pm,black,true,false,true,false,false,false,false,false,false,false
Shirt42,pm,black,true,false,true,false,false,false,false,false,false,false
Shirt43,pm,black,true,false,true,false,false,false,false,false,false,false
Shirt44,pm,red,true,false,true,false,false,false,false,false,false,false
Shirt45,pm,red,true,false,true,false,false,false,false,false,false,false
Shirt46,pm,red,true,false,true,false,false,false,false,false,false,false
