shoe0,nike,white,true,false,false,false,false,false,true,false,false,false
shoe1,nike,white,true,false,false,true,false,true,true,false,false,true
shoe2,nike,white,true,false,false,false,false,false,true,false,false,false
shoe3,nike,white,true,false,false,true,false,false,true,false,false,true
shoe4,heydude,blue,true,true,false,false,false,true,true,false,false,true
shoe5,heydude,tan,true,true,false,false,false,true,true,false,false,true
shoe6,sperries,tan,true,true,false,false,false,true,false,false,false,false
shoe7,nike,white,true,false,false,true,false,false,true,false,false,true
shoe8,ua,white,true,false,false,false,true,false,false,false,false,false
shoe9,basspro,brown,true,false,false,false,false,false,false,true,true,false
shoe10,nike,black,true,false,true,false,false,false,false,false,true,false
